ACD_ID,HEADLINE,INDUSTRY
16284,"Manager, Purchasing at Abt Associates",International Trade and Development
16286,"Manager, Employee Relations at Chemonics International",Human Resources
16289,Project Leader at The Boston Consulting Group,Management Consulting
16290,Curatorial Assistant at Carnegie Museum of Art,Museums and Institutions
16291,Global Security Director at DAI,Security and Investigations
16292,Student at The Johns Hopkins University  Paul H. Nitze School of Advanced International Studies (SAIS),International Trade and Development
16293,"Project Director, USAID's Further Advancing the Blue Revolution Initiative at DAI",Program Development
16294,"Financial, Contractual, and Administrative Manager of International Development Projects",International Trade and Development
16295,Management Consultant at Accenture,Financial Services
16296,Global Strategist at Samsung,International Affairs
16299,Sr. Business Specialist at DAI,International Trade and Development
16303,Marketing Strategist and Project Manager,Marketing and Advertising
16304,Systems Integration Consulting Analyst at Accenture,Information Services
16305,Environmental Specialist,Government Administration
16309,"Global Practice Lead, Public Finance & Economic Policy at DAI",International Trade and Development
16310,"MBA | Mech. Eng. | Project Management, Strategic Planning, Streamlining, and Entrepreneur",Oil & Energy
16311,"Project Director, RESPOND at DAI",International Affairs
16313,"Manager, Studio and Production Services at Ventana Productions",Media Production
16314,Director of Information Technology at American Association for Justice,Information Technology and Services
16315,International Development Practitioner | Environment & Health | DAI,International Trade and Development
16317,USAID SERVIR Program Manager | DAI,International Trade and Development
16319,"Senior Project Development Manager, SolarCity",Renewables & Environment
16320,MBA Summer Intern at Bridge International Academies,Management Consulting
16321,"Senior Consultant at Baker Tilly Virchow Krause, LLP",Accounting
16322,Deputy Director of Finance at United States Department of Defense,Military
16323,Consultant at Accenture,Management Consulting
16324,"Creative problem solver, helping clients create and execute strategy through their people.",Management Consulting
16325,"Manager, Organizational Learning at Management Sciences for Health",International Trade and Development
16327,"Manager, Online Communications at DAI",International Trade and Development
16328,Senior Manager at Accenture,Information Technology and Services
16330,"Law Student, Yale Law School Class of 2014",International Trade and Development
16331,Innovation Advisor,International Trade and Development
16339,Vice President Global Security,International Trade and Development
16341,"Principal at Millennium Communications Group, Inc",Nonprofit Organization Management
16343,"Director, HR, Training and Employee Relations at DAI",International Trade and Development
16345,Principal Recruiter at DAI,Management Consulting
16347,Co-Founder at LetsMoveDown,Sports
16348,Senior Account Supervisor at Edelman,Public Relations and Communications
16352,"Staff Architect at Shalom Baranes, Assoc. AIA, LEED BD+C",Architecture & Planning
16356,Operations Manager at DAI,International Trade and Development
16357,Technology Analyst at Ashoka,International Trade and Development
16358,BI Consultant at Accenture,Financial Services
16359,"Executive Coach at TLC Solutions, LLC",International Affairs
16360,Communications Manager at Sprint,Telecommunications
16361,Deputy Director at Rachel's Network,Nonprofit Organization Management
16362,"Senior Sales, Advertising and Marketing Professional",Public Relations and Communications
16365,Consultant at Bain & Company,Management Consulting
16366,Individual Giving Officer at Refugees International,Nonprofit Organization Management
16367,"Innovation and Engagement Advisor, USAID Grand Challenges for Development project at DAI",International Trade and Development
16368,Strategic Recruitment Manager at DAI,International Trade and Development
16373,"Manager, Publications/Principal Editor at DAI",International Trade and Development
16380,Associate  COO Strategy & Process Improvement at JPMorgan Chase,Management Consulting
16382,Experienced CPA,Accounting
16383,Program Coordinator at Georgetown University,Higher Education
16384,"Operations at HG Vora Capital Management, LLC",Financial Services
16385,Senior Engagement Manager at Globant,Information Technology and Services
16390,"Director, Environment and Health, Africa Region at DAI",International Trade and Development
16391,Senior Development Specialist,International Trade and Development
16392,Start-Up Systems Manager (Consultancy) at DAI,International Affairs
16395,Associate Brand Manager Johnson & Johnson CHC,Marketing and Advertising
16396,Product Manager in Financial & Investment Services | MBA,Information Technology and Services
16397,Chief Compliance Officer at FHI 360,Nonprofit Organization Management
16400,New Business Director MENA/Afghanistan at DAI,International Trade and Development
16401,Associate Brand Manager at Johnson & Johnson,Consumer Goods
16402,Contracts Administrator at Engility Corporation,International Affairs
16403,Senior Copywriter at VML,Marketing and Advertising
16409,"Associate II, Economic Growth, Africa",International Trade and Development
16410,Human Resources Analyst at NYCEDC,Human Resources
16411,President at Three Fox Vineyards,"Leisure, Travel & Tourism"
16413,President at SRS International Corporation,Pharmaceuticals
16414,International HR Manager,International Trade and Development
16416,Assistant Corporation Counsel at New York City Law Department,Law Practice
16417,Graduate Student Researcher at Virginia Tech,International Trade and Development
16419,ABA Coach at Fairfax County Public Schools,Primary/Secondary Education
16421,Engineer at Lexmark International,Business Supplies and Equipment
16422,Policy Director at Society for the Psychological Study of Social Issues,Think Tanks
16423,Writer | Editor,Writing and Editing
16425,Finance Project Manager at Henry Schein,Hospital & Health Care
16427,Director Human Resources at The Advisory Board Company,Human Resources
16433,"Senior Vice President, Human Resources  at DAI",Human Resources
16434,HRIS Coordinator at Steptoe & Johnson LLP,Law Practice
16436,Chief of Party at Deloitte Consulting LLP,International Trade and Development
16437,"Digital Training Producer at MicroPact, Inc",Information Technology and Services
16438,Consultant at Bain & Company,Management Consulting
16441,noname,
16444,"President, Cardno Emerging Markets USA",Management Consulting
16445,General Counsel at DAI,International Trade and Development
16446,"Assistant Professor of Epidemiology, Yale School of School of Public Health/School of Medicine",Research
16447,"Senior Staffing Manager for Proposal Development at University Research Co., LLC-Center for Human Services",Human Resources
16448,"MBA Candidate, Leeds School of Business at University of Colorado Boulder",International Trade and Development
16450,Director of Strategic Measurement at DAI,International Affairs
16451,"Associate at Squire, Sanders & Dempsey",Law Practice
16452,Senior Manager of Business Development at American Express,Financial Services
16453,Consultant at Deloitte Consulting,Information Technology and Services
16454,Program Manager and Defense Research Analyst,Defense & Space
16456,Chief Thought Provoker and Social Change Agent at InGaj,Program Development
16457,"Manager, Financial Planning and Analysis at Dish Network",Broadcast Media
16458,"Account Associate at RxAnte, Inc.",Hospital & Health Care
16460,Account Supervisor at GSW Worldwide,Marketing and Advertising
16461,Change Management Consultant,Management Consulting
16463,CEO at Pax Mondial Limited,Program Development
16465,Operations at Agrepedia,Venture Capital & Private Equity
16466,Senior Software Developer at 3M,Computer Software
16468,Managing Director at Accenture,Management Consulting
16469,Senior Project Management Consultant at DAI,International Affairs
16470,ACSM Personal Trainer/ Yoga Instructor,"Health, Wellness and Fitness"
16473,UCSF Proctor Foundation International Programs,"Health, Wellness and Fitness"
16477,"Sr. Director Project Finance at DAI, Country Director DAI Palestine",Management Consulting
16482,Federal Talent & Organization Manager at Accenture,Management Consulting
17145,Manager at Accenture,Computer Hardware
17146,at,Management Consulting
17147,"Manager, Regional IS Services at Boston Properties",Information Technology and Services
17148,Consultant at Accenture,Information Technology and Services
17149,Executive at Accenture,Information Technology and Services
17150,Software Engineer at Praescient Analytics,Computer Software
17151,Manager at CloudBees,Computer Software
17152,Scientist / Technologist at NGA,Research
17153,at Accenture,Computer Software
17154,System Operations Manager  Service Delivery -Accenture Federal Services,Information Technology and Services
17155,"Manager, Silicones Research & Development at Gelest",Chemicals
17156,Staff Software Engineer at IBM,Computer Software
17157,"Senior Manager at Accenture,  Information Technology and Services Consultant",Information Technology and Services
17158,Founder at HireCanvas,Information Technology and Services
17159,Consultant at Deloitte Consulting,Mechanical or Industrial Engineering
17160,"Principal Scientist at Senseonics, Inc.",Pharmaceuticals
17161,Finance and Functional Design Consultant,Information Technology and Services
17162,Experienced Scientist/ Senior Laboratory Manager,Biotechnology
17163,"Production Support Specialist at DMI (Digital Management, Inc.)",Defense & Space
17164,IV&V Delivery Excellence Lead,Information Technology and Services
17165,Federal Data & Analytics Domain Lead at Accenture,Information Technology and Services
17166,"Product Manager, Oracle Social at Oracle",Information Technology and Services
17167,Director  Government Programs,Information Technology and Services
17168,"Consultant  Products, Accenture",Management Consulting
17170,IMS/DB2 DBA at Accenture,Information Technology and Services
17171,Manager at Accenture,Information Technology and Services
17172,Web Operations Engineer at CustomInk,Information Technology and Services
17173,Computer Engineer,Computer Software
17174,Information Technology and Services Consultant and Professional,Information Technology and Services
17175,Business Analyst at Provenir,Information Technology and Services
17176,"Regional Operations Manager, Otsuka Amercia Pharmaceutical, Inc.",Pharmaceuticals
17177,Systems Integration Manager at Accenture,Information Technology and Services
17178,Software Developer at xTuple,Computer Software
17179,ITS Manager  Blacksburg Transit  Town of Blacksburg,Government Administration
18364,Business analyst at Hewlett-Packard,Information Technology and Services
18456,Vice President ITS and Chief Information Officer at University of Cleveland,Information Technology and Services
18493,Manager  Consulting Services at Intellisoft Technologies Inc,Staffing and Recruiting
18551,Account Manager at SoftwareArt Corporation,Information Technology and Services
18674,Consultant,Computer Software
18712,Sr. Data Architect at Amazon,Information Technology and Services
18720,Recruitment Manager at SNAP Inc,Staffing and Recruiting
18727,"CIGNEX Technologies, Inc",Information Technology and Services
18728,Consultant at CIGNEX Datamatics,Information Technology and Services
18742,Sr. Manager at Deegit,Information Technology and Services
18805,"Managing Director, MonsterContract",Staffing and Recruiting
18833,Managing Consultant at IBM Global Business Services,Computer Software
18904,Sr. Technical Recruiter at Addison Group,Staffing and Recruiting
18926,Liferay Architect/Technical Lead at CIGNEX Datamatics,Computer Software
18981,Sr Applications Developer at Atmos Energy,Information Technology and Services
18988,"Contractor Staffing Manager at Adrenaline Resources, Inc.",Information Technology and Services
18989,"Senior Consultant at CIGNEX Datamatics, Inc.",Information Technology and Services
19005,Sr.Consultant  at TESCRA,Information Technology and Services
19041,Informatica MDM Consultant at Chubb Insurance,Information Technology and Services
19062,IC  at US Tech Solutions,Computer Software
19074,IT Recruiter,Staffing and Recruiting
19100,Talent Acquisition Manager at RMinds,Information Technology and Services
19246,Talent Acquisition Manager (Human Resource),Staffing and Recruiting
19256,SAP Consultant at KPMG,Management Consulting
19286,Sales Professional at Accion Labs,Information Technology and Services
19306,Director Operations and Global Resource Delivery at Sterlite Software USA,Information Technology and Services
19315,"Intern bei CIGNEX Technologies, Inc.",Information Technology and Services
19326,Informatica Consultant/Administrator,Information Technology and Services
19327,IT Recruiter at Latitude 36,Staffing and Recruiting
19339,Xperience Interactive (Xi),Information Technology and Services
19345,Sr. Technical Recruiter at Proximous Inc.,Staffing and Recruiting
19359,Admin Analyst Cum Technical Recruiter at Youngsoft Inc,Information Technology and Services
19380,VICE PRESIDENT    630-364-1784,Staffing and Recruiting
19389,Business Development Manager at Business Intelli Solutions Inc.,Computer Software
19407,Recruitement-HR at Confidential,Human Resources
19730,Software Architect at CoreLogic,Computer Software
19732,"Pre Sales, Business Development and Solution Architect Business Intelligence",Information Technology and Services
19743,Associate Manager at Accenture Technology Solutions,Information Technology and Services
19748,"Senior Director, Platform Management at Meltwater Group",Computer Software
19753,Senior Consultant at Cognizant Technology Solutions,Information Technology and Services
19755,"HP Infosystems, New Jersey, US",Information Technology and Services
19756,Sr Manager -Projects at Cognizant Technology Solutions,Computer Software
19764,Director at Fidelity Investments,Information Technology and Services
19772,Pathologist at Collier Pathology Services,Hospital & Health Care
19774,Sr. Manager Resourcing/Business Development & Client Servicing  US & Canada IT & Engeering Service Recruitment,Human Resources
19779,"Solution Manager, MSCIS, Microsoft",Information Technology and Services
19795,Engagement Manager at TCS,Information Technology and Services
19797,Account Manager at Cognizant Technology Solutions,Information Technology and Services
19800,Manufacturing Solutions Head  Greater Detroit Area,Information Services
19801,Senior Project Manager,Information Technology and Services
19802,Manager Applications Architecture at Savvis Communications,Information Technology and Services
19816,"Delivery Manager, IT at 99 Cents Only Stores",Retail
19818,Client Director at Tata Consultancy Services,Computer Software
19819,Solution Architect at TCS,Information Technology and Services
19828,Senior Database Developer at NGP VAN,Marketing and Advertising
19829,Graduate Student Researcher at UC Berkeley,Computer Software
19830,Sr. Manager at Cognizant,Information Technology and Services
19832,Associate Service Manager  ITIS  at Cognizant Technology Solutions,Information Technology and Services
19833,Associate Principle Scientist  Regulatory Compliance  Gatorade at PepsiCo,"Health, Wellness and Fitness"
19843,in Clevenad,Building Materials
19844,"Project Management, Delivery Management",Information Technology and Services
20370,MBA candidate at Harvard Business School,Internet
20373,Quantitative Analyst at Tower Research Capital,Investment Management
20402,"Investment Strategy Group, Investment Management Division at Goldman Sachs",Capital Markets
20407,Actuarial Recruitier  P&C at The Hartford,Insurance
20495,Graduate Student at Carnegie Mellon University,Information Technology and Services
20498,"Structural Engineer at AI Engineers, Inc.",Civil Engineering
20499,Process Engineer,Oil & Energy
20508,PhD Student at University of Michigan,Computer Networking
20517,Senior Analytics Specialist at Opera Solutions,Management Consulting
20531,Software Engineer at Google,Computer Software
20539,Student at The University of Texas at Austin,Computer Networking
20540,Graduate Student at Carnegie Mellon University,Research
20547,"Director Sales, Banking",Information Technology and Services
20555,Transportation Engineer at IBI Group,Transportation/Trucking/Railroad
20568,Master in Professional Accounting,Banking
20589,Research Assistant and PhD Candidate at Massachusetts Institute of Technology,Mechanical or Industrial Engineering
20624,Graduate Student at Carnegie Mellon University,Computer Software
20625,Portfolio Manager at PIMCO,Capital Markets
20632,"General Manager, Kitchen at Amazon.com",Retail
20648,MBA Student at Carnegie Mellon University's Tepper School of Business,Management Consulting
20654,"Engineer, Staff I  IC Design at Broadcom",Semiconductors
20664,"Graduate Student, University of Southern California",Computer Software
20687,Research Scientist at Global Footprint Network,Environmental Services
20690,Senior Research Scientist at Nielsen,Market Research
20734,Financial Analyst at Houlihan Lokey,Financial Services
20735,Software Engineer at Rovicorp,Computer Software
20754,Senior Research Engineer at Honeywell International,Mechanical or Industrial Engineering
20759,MBA Candidate  Class of 2015 at Tuck School of Business at Dartmouth,Oil & Energy
20767,Senior Business Analyst,Financial Services
20800,Mechanical Design Engineer at Microsoft,Design
20802,Senior Business Analyst at Capital One,Financial Services
20804,FE,Capital Markets
20806,Technology Associate at Bank Of America Merrill Lynch,Computer Software
20817,MBA Candidate at The University of Chicago Booth School of Business,Financial Services
20824,Department Technical Director  Pipeline at DreamWorks Animation,Graphic Design
20829,noname,Banking
20839,Ryan Van Wagenen  Director at Global Private Equity,Financial Services
20847,Software Engineer at Facebook,Computer Software
21103,Assistant CIO at University of Southern California,Higher Education
21115,Sr. Systems Engineer at Lifetouch,Computer Software
21124,SharePoint Architect Oncor,Computer Software
21129,Software Engineer at Lithium Technologies,Computer Software
21134,Mid-Senior Software Developer  Core Java & J2EE,Information Technology and Services
21145,"Seeking Full time opportunity from May'14 | Graduate Student Researcher at University of California, Riverside",Computer Software
21151,Assocaite Project at Cognizant Technology Solution,Computer Software
21161,System Architect at argusoft,Computer Software
21197,Looking for Internship from Spring 2014,Computer Software
21731,Sr. Process Engineer  Global R&D at Brady Corporation,Pharmaceuticals
21735,"Manager, Healthcare Economics, Surgical Solutions Group at Covidien",Medical Devices
21747,Food Scientist at International Food Network (IFN),Food & Beverages
21771,Research Associate at Louisiana State University,Research
21772,Application Engineer at MetaSystems,Medical Devices
21777,Graduate Student  at The University of Akron,Plastics
21785,Research Engineer at GE Global Research,Research
21804,Consultant at Equinox Group,Management Consulting
21810,R &D chemist at Henkel,Consumer Goods
21812,"PhD Student  Pharmaceutical Economics and Policy, Leonard Schaeffer Center for Health Policy and Economics",Pharmaceuticals
21813,Staff Chemist at Sherwin Williams,Plastics
21827,Senior Scientist at Greatbatch Medical,Medical Devices
21829,Pre Sales Analyst at MajescoMastek,Information Technology and Services
21839,TapSense,Internet
21848,Program Manager II in Windows Ecosystem at Microsoft,Information Technology and Services
21870,SAP Certified Sr. ABAP Consultant,Information Technology and Services
21894,MBA Candidate at University of North Carolina Kenan Flagler Business School,Higher Education
21896,"Lecturer, Green Skepticism:  Communicating & Implementing Sustainable Business at University of Pennsylvania",Management Consulting
21903,"Co-founder and Chief Operations Officer at Capital BioTech, University at Albany, State University of New York",Biotechnology
21909,MBA Student at Darden School of Business,Management Consulting
21910,"Staff UX Manager (product strategy, research, interaction design)",Computer Software
21914,Digital Marketing and Advertising Enthusiast,Marketing and Advertising
21928,MBA Candidate 2014 at Wharton Business School,Management Consulting
21933,"Actively seeking full-time research position in pharma/chemical industry, Doctoral Research Assistant at CUNY",Higher Education
21958,Research Assistant,Food & Beverages
21964,MBA Candidate | Kellogg School of Management | Class of 2015,Management Consulting
21967,Research Assistant at Texas Tech University,Chemicals
21980,Student at St. John's University,Pharmaceuticals
21982,Reservoir Engineer at Oxy,Oil & Energy
21997,Sr. Engineer at Dow Chemical,Research
22009,"Instructer / PGY1 Pharmacy Resident, Western University of Health Sciences",Hospital & Health Care
22011,Scientist at Vertex Pharmaceuticals,Pharmaceuticals
22015,Materials Developer at Nike,Apparel & Fashion
22027,"Engineer II, Process at Baxter Healthcare",Chemicals
22055,Masters in Economics student at The University of Texas at Austin,Education Management
22058,Consultant at Cognizant Business Consulting,Information Technology and Services
22059,"Account Director, Social Media  at M80",Marketing and Advertising
22073,Postdoctoral Fellow at Amgen,Biotechnology
22075,IT RECRUITER at HexaCorp LLC,Information Technology and Services
22088,Scientist II (Flavor Delivery) at McCormick,Food & Beverages
22090,Law Clerk  Office of Intellectual Property Counsel at 3M,Legal Services
22091,Senior Research Engineer at 3M,Plastics
22093,Sr. Scientist at PepsiCo,Food & Beverages
22100,Research Engineer at BASF,Chemicals
22150,Senior Product Developer at 3M,Chemicals
22156,"Senior Scientist, Translational PKPD at Merck",Pharmaceuticals
22168,Senior Product Developer,Medical Devices
22175,Research Scientist I-Faculty and Director of iPSC Core at Cedars-Sinai Medical Center,Biotechnology
22180,Process Technology Development Engineer at Intel Corporation,Semiconductors
22183,PhD Candidate (Chemistry) at Indiana University Bloomington,Chemicals
22184,"Manager, Health Outcomes and Pharmacoeconomics",Pharmaceuticals
22186,R&D Engineer at Aquion Energy,Oil & Energy
22199,Merchandise Planner at Bath & Body Works,Retail
22203,"Senior Research Engineer, 3M",Plastics
22222,"Postdoctoral Scholar, Brain Research Institute, UCLA",Pharmaceuticals
22227,Senior Reservoir Engineer at Oxy,Oil & Energy
22233,Technical Recruiter at Experis,Computer Software
22238,"Student, University of Georgia",Textiles
22241,"CPIM, M.S. (Industrial Engineering)",Medical Devices
22251,Management Consultant at Accenture,Computer Software
22799,Software Engineer at Google Inc.,Research
22843,Strategy & Finance Professional at T-Mobile USA,Wireless
22850,Client Partner at Wipro Technologies,Information Technology and Services
22860,Product Planner at Fujitsu Network Communications,Telecommunications
22870,Plant Manager at The Hershey Company,Consumer Goods
22905,Student at Medical College of Georgia,Research
22909,"Graduate Student, Human Resource Development, Villanova University",Human Resources
22921,Global Category Manager at ARRIS,Consumer Electronics
22942,User Engagement / Account Management @ Citrix,Information Technology and Services
22943,Sr. Systems Engineer at Mercedes Benz Research & Development North America Inc.,Automotive
22952,Transformation Consultant at Cognizant Technology Solutions,Computer Software
22970,Manager-Market Risk at Ernst & Young,Capital Markets
22990,Social and Digital Strategy,Retail
22993,BS (Engineer) • London School of Economics (Finance) • US work authorized (EAD),Management Consulting
22995,Manager at KPMG LLP,Management Consulting
23005,CRM Consultant at HCL Technologies Limited,Information Technology and Services
23033,Business Analyst at ista North America,Information Technology and Services
23036,"Director, Strategy & Development at PRGX",Financial Services
23044,"Product Management Intern (Enterprise Sales) at Google, Inc.",Think Tanks
23048,Sr. Salesforce Techno Functional Consultant at Tata Consultancy Services,Information Technology and Services
23068,"Finance Manager, North America Transaction Expense at PayPal",Financial Services
23070,Banker,Banking
23103,Senior Consultant at Deloitte,Information Technology and Services
23114,Consultant at Tango Management Consulting,Information Technology and Services
23127,Account Manager at KPIT Technologies,Information Technology and Services
23128,Kellogg MBA  Engagement Manager at Mu Sigma,Information Technology and Services
23135,"Owner, cinapa consult and law",Legal Services
23140,Specialist  Performance & Strategy at Wipro Limited,Information Technology and Services
23156,"Senior Engineer, Corporate R&D at Qualcomm",Semiconductors
23160,Brand Manager (Marketing Professional),Consumer Goods
23165,Product Management at Uber,Internet
23171,AVP  Capital and Leverage Management at Barclays Investment Bank,Investment Banking
23177,Sr. Associate Consultant at Infosys Technologies Ltd,Information Technology and Services
23184,Client Partner  Healthcare Americas at Wipro Technologies,Hospital & Health Care
23185,Assistant Professor at Johns Hopkins University,Computer Software
23188,"MBA Candidate at HBS 2015 | Engineer | 6 years in Project Finance, Strategy | Energy, Infrastructure, Real Estate",Real Estate
23190,Salesforce.com,Computer Software
23192,at Ernst & Young,Management Consulting
23201,Consumer Marketing at PayPal,Information Technology and Services
23240,Consultant,Education Management
23263,Engagement manager at Mu Sigma,Management Consulting
23292,Technical Lead at Cognizant Technology Solutions,Information Technology and Services
23623,Scientific Director at Medicus International NY,Pharmaceuticals
23661,Vice President of Internal Audit and Compliance presso Downriver Community Federal Credit Union,Investment Banking
24190,Staff Engineer at Qualcomm,Computer Software
24192,EMM Application Architect at IBM,Computer Software
24194,Senior Business Analyst at McDonald's Corporation,Education Management
24201,Senior Engineer  Design at Caterpillar Inc.,Machinery
24203,"Director, Software Product Management at Motorola",Consumer Electronics
24207,Software Engineering/Project Management Professional,Medical Devices
24213,Technical Architect @ Apple Inc/TechM,Information Technology and Services
24216,Software Product Development & Management,Wireless
24218,Senior Embedded Engineer at Intel Corporation,Computer Software
24223,"Principal Engineer, Software Applications at Broadcom",Semiconductors
24228,"Engineer Principal, Software applications at Broadcom",Computer Software
24230,SDET at Microsoft,Computer Software
24231,at Microsoft Corporation,Computer Software
24233,Analyst Programmer at Accenture,Information Technology and Services
24236,Product Manager at Barnes and Noble,Consumer Electronics
24250,"SAP Consulting  Retail , Supply Chain Management",Information Technology and Services
24252,"Principal, Data Point Systems, Inc",Computer Software
24253,Project Engineer,Computer Software
24271,Sr Tibco Developer at AT&T Mobility,Information Technology and Services
24275,Software Director – Modem Technology Team at Motorola Mobility,Telecommunications
24282,Apple Inc,Consumer Electronics
24296,PRESIDENT at SHREE Consulting Services LLC,Information Technology and Services
24297,Senior Staff Engineer at Qualcomm,Computer Software
24305,Project Manager at Infosys Technologies Ltd,Information Technology and Services
24306,At Capgemini,Information Technology and Services
24311,Sr SCM Analyst at ADESA,Computer Software
24314,Founder @ FEDU,Information Technology and Services
24315,Project Manager cum Test Consultant at Infosys,Information Technology and Services
24334,Experienced software professional,Telecommunications
24336,Dist. Member of Technical Staff at Motorola Mobility,Telecommunications
24339,Consultant at VSG,Information Technology and Services
24348,Engineer at Broadcom,Semiconductors
24350,Senior Developer at Soluxions LLC.,Information Technology and Services
24351,Principal Software Engineer at eBay Inc,Computer Software
24364,Engineer Software Staff Principal at Motorola Inc,Computer Software
24369,VP New Technology at Seattle Software Developers,Executive Office
24374,Senior Engineer  Consultant at Nokia San Diego,Telecommunications
24383,Senior Manager at Siemens Healthcare,Telecommunications
24387,Principal Dev Manager at Microsoft,Computer Software
24391,MBA Program Operations and Student Services,Human Resources
24393,Software Advisor at Dell,Information Technology and Services
24396,Astute Business-facing IT Leader  CRM / MDM,Information Technology and Services
24401,Independent Contractor at Fidelity Investments,Financial Services
24408,Software Product Manager,Wireless
24415,Technical Specialist at iGATE,Computer Software
24418,Engineer,Information Technology and Services
24421,Principal SW Engineer Cellular Modem Technology at Nokia,Wireless
24422,"Sr. Manager Build, QA & OPERATIONS at SAMSUNG",Telecommunications
24427,"Sr Product Manager, Mobile Innovation & Consumer Experience at JPMorgan Chase",Computer Software
24437,Executive-Resourcing at Pyramid Consulting,Human Resources
24438,Executive-Resourcing at Pyramid Consulting,Human Resources
24444,MBA Student at Thunderbird School of Global Management,Management Consulting
24446,Chief Operating Officer,Computer Software
24450,Director of Production at VEEDIMS,Telecommunications
24456,Tablet SW Engineer at Intel Corporation,Consumer Electronics
24459,"Programme Manager,QA FCOE&TCOE",Information Technology and Services
24469,Senior Director,Telecommunications
24473,Senior Engineering Manager at Harris Corporation,Telecommunications
24474,"Director, Carrier Business Development",Telecommunications
24475,Staff Software Engineer at NETGEAR,Telecommunications
24477,Team Lead,Information Technology and Services
24494,Engineering Manager at Xerox Business Services,Computer Software
24497,"Head of Software Development, POC Informatics at Siemens Healthcare",Hospital & Health Care
24513,SharePoint SME at Netspective Communications LLC,Government Relations
24514,System Analyst at Accenture Technology Solutions,Wireless
24517,"Software Product Development Manager, Multimedia and Digital Signage",Computer Software
24526,Head Hunter,Information Technology and Services
24529,noname,
24544,Global Accenture Software CSDS/ TFS at Accenture,Human Resources
25115,"President at Azmat Consulting, Inc. and Owner, Azmat Consulting,Inc.",Import and Export
25211,Head instructor  Gracie Barra-San Antonio TX & Gracie Barra-Paris,Sports
25257,UI Designer at Oracle Social,Design
25461,Food Service Specialist at United States Marine Corps,Military
26272,2013/14 Research Fellow at the Berkman Center (Harvard) and CITP (Princeton),Research
26351,"Sales Director, North America Retail and Distribution at Dell, Inc.",Information Technology and Services
26491,Business Development Consultant,Consumer Goods
26597,Managing Supervisor Digital Strategy at Ketchum,Public Relations and Communications
26610,SVP Marketing at Exclusive Resorts,"Leisure, Travel & Tourism"
26959,"Senior Vice President, Worldwide Business Operations at Grand Circle Corporation","Leisure, Travel & Tourism"
26960,Fixed Income at Interactive Brokers,Financial Services
26962,VP at Pershing LLC,Financial Services
26963,Accounts Professional,Accounting
26968,Helpdesk Analyst at Grand Circle Corporation,"Leisure, Travel & Tourism"
26986,Accounts Payable Manager at Grand Circle Travel,"Leisure, Travel & Tourism"
27007,Business Analyst at IBM,Information Technology and Services
27015,EVP Sales and Service at Grand Circle Corporation,"Leisure, Travel & Tourism"
27021,"Director, Accounts Receivable at Grand Circle Corporation",Hospitality
27927,"Marketing Manager chez Aero Maintenance Group, an AFI KLM E&M company.",Aviation & Aerospace
28052,Change Management Lead at Accenture,Management Consulting
28082,Social Entrepreneur,Marketing and Advertising
28089,"Senior Manager, Management Consulting at Accenture",Management Consulting
28106,Musician and Engineer.,Music
28187,Manager at Accenture,Financial Services
28189,Exhibitions and Curatorial Assistant at the Ruth and Elmer Museum at Hamilton College,Fine Art
28221,Consultant,Management Consulting
28230,"Deputy Director, Financial Services for the Poor at Bill & Melinda Gates Foundation",Philanthropy
28288,Étudiant(e) (School of the Museum of Fine Arts),Fine Art
28293,Financial Services  Capital Markets,Management Consulting
28311,LL.M. Candidate at Columbia Law School,Law Practice
28488,Manager at Monitor Deloitte Consulting,Management Consulting
28500,Consultant,Medical Devices
28507,Aerospace Engineer at NASA Ames Research Center,Aviation & Aerospace
28950,Vice President Talent Marketing & Employee Communications at TeleTech,Telecommunications
28955,"Owner of SusNoticias.com / Bz, Technology and Communication Consultant",Broadcast Media
28989,Contractor Administrator at Qatar Airways,Information Technology and Services
28998,Freelance Recruiter,Human Resources
29037,"Senior Analyst, Marketing and Communications at TeleTech",Marketing and Advertising
29048,Social Media Strategist at Crimson Fly Marketing,Marketing and Advertising
29053,hgjf at ghjfghj,Information Technology and Services
29082,Digital Marketing Consultant,Online Media
29111,Marketing and Communications at Accenture,Information Technology and Services
29114,Global Recruitment Consulting,Staffing and Recruiting
29192,Marketing Consultant,Marketing and Advertising
29301,"Managing Director, Service Delivery Operations Lead  avVenta at Accenture",Information Technology and Services
29303,Senior Interaction Designer,Design
29314,Sr. Channel Marketing Manager  International,Consumer Goods
29315,Recruiter at Baker Hughes,Human Resources
29342,Senior Business Analyst,Information Technology and Services
29879,Project Manager (SAP) at Infosys,Information Technology and Services
29882,"SDET 2 at Microsoft, Redmond",Computer Software
29914,Software Engineering Associate Manager at Accenture,Information Technology and Services
29920,Change Management Lead at Tata Consultancy Services,Information Technology and Services
29936,Managing Director at Citi,Banking
29937,Regional Business Development Director at,Internet
29954,ET-NYK Test Lead,Financial Services
29962,Director of Software Engineering at Fidelity Investments,Computer Software
29965,Chief Information Officer at Strayer University,Higher Education
29970,Senior Manager at Accenture Technology Solutions,Computer Software
29976,Technology Risk Advisor,Financial Services
29982,"Senior Manager, Accenture",Information Technology and Services
29989,"Senior Manager, Supply Chain Operations at Walmart eCommerce",Retail
29993,"High-tech Entrepreneur, Founder & CEO at Software Assurance, LLC | Investor",Computer Software
29997,Manager Technology at Sapient Global Markets,Information Technology and Services
30000,Sr. Project Manager at Fidelity Investments,Information Technology and Services
